category,task,value,date,day
fcfs,write business expense plan,3,2016/09/26,tuesday
fcfs,pay eliot,2,2016/09/26,tuesday
fcfs,closed tab sum by year,5,2016/09/26,tuesday
fcfs,processing tab # sum by month,5,2016/09/26,tuesday
career_development,finish CRM stuff,3,2016/09/26,tuesday
career_development,website page images,3,2016/09/26,tuesday
career_development,copy html to all projects,2,2016/09/26,tuesday
pipeline,Email bill,3,2016/09/26,tuesday
pipeline,prebook flight,2,2016/09/26,tuesday
personal,back up computer,2,2016/09/26,tuesday
personal,schedule oil change,2,2016/09/26,tuesday
personal,reach out to cody b,2,2016/09/26,tuesday
personal,personal finances,2,2016/09/26,tuesday
personal,water plant,1,2016/09/26,tuesday
personal,Venmo adina,3,2016/09/26,tuesday
health,No fap,2,2016/09/26,tuesday
personal,Pick up house,2,2016/10/03,tuesday
personal,Walk frazz,2,2016/10/03,tuesday
fcfs,Fix final loan amout issue,2,2016/10/03,tuesday
health,Mediate,2,2016/10/03,tuesday
health,Run 3 miles 50 push ups 50 squeezer,4,2016/10/03,tuesday
health,No fap,2,2016/10/03,tuesday
health,in bed at 10pm,2,2016/10/03,tuesday
pipeline,Keith meeting,5,2016/10/03,tuesday
pipeline,Meet with Mike,3,2016/10/10,tuesday
pipeline,Finish start small book,5,2016/10/10,tuesday
health,Mediate,2,2016/10/10,tuesday
health,Meditate,2,2016/10/10,tuesday
health,in bed at 10pm,2,2016/10/10,tuesday
health,Paleo,2,2016/10/10,tuesday
health,No fap,2,2016/10/10,tuesday
personal,Return Shirt,2,2016/10/10,tuesday
career_development,Finish up pipeline verbage ,3,2016/10/10,tuesday
career_development,Fix project spacing,2,2016/10/10,tuesday
snowmass,pay ram pest control,2,2016/10/10,tuesday
personal,check swimming account,2,2016/10/17,tuesday
personal,Water plant,1,2016/10/17,tuesday
health,Mt bike with Joel,8,2016/10/17,tuesday
health,wake up @ 6am,2,2016/10/17,tuesday
health,in bed at 10pm,2,2016/10/17,tuesday
health,Paleo,2,2016/10/17,tuesday
fcfs,Closing date emails,3,2016/10/17,tuesday
personal,check swimming account,2,2016/10/24,tuesday
personal,Water plant,1,2016/10/24,tuesday
health,Mt bike with Joel,8,2016/10/24,tuesday
health,wake up @ 6am,2,2016/10/24,tuesday
health,in bed at 10pm,2,2016/10/24,tuesday
health,Paleo,2,2016/10/24,tuesday
personal,check swimming account,2,2016/10/24,tuesday
personal,Water plant,1,2016/10/24,tuesday
personal,Mt bike with Joel,8,2016/10/24,tuesday
fcfs,Non borrowing spouce on clieth show,3,2016/10/24,tuesday
fcfs,Set up snooze,5,2016/10/24,tuesday
fcfs,Get D3 working with Database 1,8,2016/10/31,tuesday
health,Meditate,2,2016/10/31,tuesday
personal,Order new shorts,2,2016/10/31,tuesday
personal,Hair cut,2,2016/10/31,tuesday
personal,Water plant,1,2016/10/31,tuesday
personal,Personal finances,2,2016/10/31,tuesday
health,wake up @ 6am,2,2016/10/31,tuesday
health,in bed at 10pm,2,2016/10/31,tuesday
fcfs,set up lo recuit images/video,5,2016/11/07,tuesday
fcfs,debug groupdate,5,2016/11/07,tuesday
personal,Trash,2,2016/11/07,tuesday
snowmass,email renee about windows,2,2016/11/07,tuesday
health,wake up @ 6am,2,2016/11/07,tuesday
health,in bed at 10pm,2,2016/11/07,tuesday
health,No fap,2,2016/11/07,tuesday
personal,Scan health screening,2,2016/11/14,tuesday
fcfs,LO website V2 ,8,2016/11/14,tuesday
fcfs,Meet with Paresh,3,2016/11/14,tuesday
health,Paleo,2,2016/11/14,tuesday
health,in bed at 10pm,2,2016/11/14,tuesday
health,wake up @ 6am,2,2016/11/14,tuesday
health,organize pills,2,2016/11/14,tuesday
health,2. 5 mile run 50/50,4,2016/11/14,tuesday
personal,Return Drill battery,2,2016/11/21,tuesday
personal,Laundry,2,2016/11/21,tuesday
personal,Get gym membership validation,2,2016/11/21,tuesday
personal,Seb day,8,2016/11/21,tuesday
health,in bed at 10pm,2,2016/11/21,tuesday
health,No fap,2,2016/11/21,tuesday
health,wake up @ 6am,2,2016/11/21,tuesday
health,No fap,2,2016/11/28,tuesday
fcfs,meet with mike,3,2016/11/28,tuesday
snowmass,email renne,2,2016/11/28,tuesday
snowmass,call HD,2,2016/11/28,tuesday
personal,call orikin,2,2016/11/28,tuesday
personal,Pay amex,2,2016/11/28,tuesday
personal,personal finances,2,2016/11/28,tuesday
health,No fap,2,2016/12/05,tuesday
personal,travel,13,2016/12/05,tuesday
personal,Audible credits,2,2016/12/12,tuesday
personal,Pay MSWp and shelf,2,2016/12/12,tuesday
personal,Call orkin,2,2016/12/12,tuesday
fcfs,UWM Webinar,3,2016/12/12,tuesday
fcfs,Ticket for paresh,2,2016/12/12,tuesday
fcfs,Coffee with luke,3,2016/12/12,tuesday
fcfs,Reverse order of legend,3,2016/12/12,tuesday
fcfs,Determine Issue with prospect graph,2,2016/12/12,tuesday
health,wake up @ 6am,2,2016/12/12,tuesday
health,in bed at 10pm,2,2016/12/12,tuesday
personal,Email Mike about 401k,2,2016/12/19,tuesday
personal,personal finances,3,2016/12/19,tuesday
personal,Update Freshly account,2,2016/12/19,tuesday
fcfs,Test battery backup,2,2016/12/19,tuesday
fcfs,Check on router updates,2,2016/12/19,tuesday
fcfs,Research 1 password and talk to mike,2,2016/12/19,tuesday
fcfs,Follow up with Chris at Dilse,2,2016/12/19,tuesday
fcfs,Email Mike 2017 Schedule,3,2016/12/26,tuesday
fcfs,Upload Paul and Amy pics,5,2016/12/26,tuesday
one_dataset,order himilayan database,2,2016/12/26,tuesday
personal,Get ELG calendar,2,2016/12/26,tuesday
personal,Pack for Tuscon,3,2016/12/26,tuesday
personal,Send in cancel docs for Dept Labor,3,2016/12/26,tuesday
personal,Research Budhims,2,2016/12/26,tuesday
personal,Send Payment in to dept of labor,2,2016/12/26,tuesday
personal,Charage ipad,1,2016/12/26,tuesday
personal,Buy stencil,2,2016/12/26,tuesday
personal,Call Calebs roofing,2,2016/12/26,tuesday
personal,Charge fitbit,2,2016/12/26,tuesday
personal,Pets Mart,2,2016/12/26,tuesday
vacation,Tuscon vacation,50,2016/12/26,tuesday
personal,Pick up Adina,2,2016/12/26,tuesday
personal,Clean up office drawers,5,2016/12/26,tuesday
personal,Bath for Frazz,1,2016/12/26,tuesday
personal,Unload car,2,2016/12/26,tuesday
one_dataset,Look for Himilayn database,3,2016/12/26,tuesday
health,GVT Chest back,4,2017/01/02,tuesday
health,wake up @ 6am,2,2017/01/02,tuesday
health,in bed at 10pm,2,2017/01/02,tuesday
one_dataset,Set up time with Swamiji,2,2017/01/02,tuesday
one_dataset,Send email to swamiji,2,2017/01/02,tuesday
personal,Call back conscious transformation,2,2017/01/02,tuesday
personal,Meet roofers,2,2017/01/02,tuesday
personal,Text Joel about next week,2,2017/01/02,tuesday
personal,Call Bruce,3,2017/01/02,tuesday
fcfs,Clean up Branches,2,2017/01/02,tuesday
fcfs,Purchase template for Lo Website,2,2017/01/02,tuesday
fcfs,Respond to Chris,1,2017/01/02,tuesday
fcfs,Add scroll icon,5,2017/01/02,tuesday
fcfs,Email Chris at Dilse,2,2017/01/02,tuesday
one_dataset,polish and print resume,3,2017/01/09,tuesday
health,GVT Legs,4,2017/01/09,tuesday
fcfs,Respnosive purpose,3,2017/01/09,tuesday
fcfs,Responsive Technology,3,2017/01/09,tuesday
fcfs,Reponsive who we are,3,2017/01/09,tuesday
fcfs,Meet with Chris,2,2017/01/09,tuesday
fcfs,Schedule server upgrade,2,2017/01/09,tuesday
fcfs,Follow up on monual back of point,2,2017/01/09,tuesday
fcfs,Follow up on manual back up of point,2,2017/01/09,tuesday
fcfs,Transfer payment infor to mike on gitub,3,2017/01/09,tuesday
fcfs,Create new placeit images,3,2017/01/09,tuesday
fcfs,Meet with Mike,3,2017/01/09,tuesday
one_dataset,Buy Domain link to square space,3,2017/01/16,tuesday
board,Board Meeting,5,2017/01/16,tuesday
personal,Plow Driveway,3,2017/01/16,tuesday
fcfs,send chris link to recruiting site,2,2017/01/16,tuesday
fcfs,Draft MCR csv,5,2017/01/16,tuesday
fcfs,Send link to paul and amy for grammar,3,2017/01/16,tuesday
fcfs,Update per paul and amy,2,2017/01/16,tuesday
fcfs,Write specs for milestone mailer,3,2017/01/23,tuesday
fcfs,Meet with Mike,2,2017/01/23,tuesday
fcfs,Meet with Chris,3,2017/01/23,tuesday
personal,Get docs from slavens,2,2017/01/23,tuesday
personal,Face lotion and mouth wash,2,2017/01/23,tuesday
one_dataset,take notes on basic bar charts,5,2017/01/23,tuesday
one_dataset,Create basic bar char with scales,5,2017/01/23,tuesday
personal,Menu Groceries,3,2017/01/30,tuesday
personal,Water plant,1,2017/01/30,tuesday
one_dataset,add axis and labels to radial bar,5,2017/01/30,tuesday
one_dataset,Add id selectors and links to right id,2,2017/01/30,tuesday
one_dataset,clean up one dataset,3,2017/01/30,tuesday
one_dataset,Add responsiveness to raidal bar chart,3,2017/01/30,tuesday
one_dataset,Add new bar to ski resort page,5,2017/01/30,tuesday
fcfs,Set up analytics,3,2017/01/30,tuesday
fcfs,Video background,3,2017/01/30,tuesday
fcfs,Add new image to website,3,2017/01/30,tuesday
fcfs,Mike meeting,3,2017/01/30,tuesday
fcfs,Email eliot about video background,3,2017/01/30,tuesday
fcfs,Quicken Meeting,3,2017/01/30,tuesday
health,no fap,2,2017/02/06,tuesday
snowmass,Text Logan and call kimberly,3,2017/02/06,tuesday
fcfs,Coffee with Mindy,5,2017/02/06,tuesday
fcfs,Meet with Mike,5,2017/02/06,tuesday
one_dataset,reply and make eliot comments,3,2017/02/13,tuesday
personal,Buy V_day gifts,5,2017/02/13,tuesday
personal,Take down light,3,2017/02/13,tuesday
personal,Fish with Dad,8,2017/02/13,tuesday
health,no fap,2,2017/02/13,tuesday
personal,Pay MSWP,2,2017/02/20,tuesday
one_dataset,Basic scatter plot,8,2017/02/20,tuesday
one_dataset,Bubble Chart,5,2017/02/20,tuesday
health,No fap,2,2017/02/20,tuesday
snowmass,call kimberly at HD,3,2017/02/20,tuesday
fcfs,Add seller credit task,8,2017/02/27,tuesday
fcfs,Update basecamp,2,2017/02/27,tuesday
personal,Book flight for finish,3,2017/02/27,tuesday
personal,Water plant,1,2017/02/27,tuesday
personal,Replace Ink in Pen,2,2017/02/27,tuesday
personal,Back up computer,2,2017/02/27,tuesday
personal,Register for soccer,3,2017/02/27,tuesday
personal,Personal fiances,2,2017/02/27,tuesday
personal,Pack for skiing,2,2017/02/27,tuesday
one_dataset,Axes on radial base summit,5,2017/02/27,tuesday
health,Orange theory,5,2017/02/27,tuesday
snowmass,Follow up with kim and finalize,3,2017/03/06,tuesday
personal,Water plant,1,2017/03/06,tuesday
personal,Install motion sensor lights,8,2017/03/06,tuesday
personal,Buy Envelops,2,2017/03/06,tuesday
personal,Pay roofers,2,2017/03/06,tuesday
personal,Drop off Adina Perscriptoin,2,2017/03/06,tuesday
personal,Pay MSWP,2,2017/03/06,tuesday
personal,Adina perscripton drop off,2,2017/03/06,tuesday
personal,Take down lights,5,2017/03/06,tuesday
personal,Print Invoices,2,2017/03/06,tuesday
personal,Call swoopoing labor,2,2017/03/06,tuesday
health,mediate,2,2017/03/06,tuesday
health,No fap,2,2017/03/06,tuesday
fcfs,Mike Meeting,3,2017/03/13,tuesday
personal,Wax cutting board,2,2017/03/13,tuesday
personal,Menu Grociers,3,2017/03/13,tuesday
Health,Meditate,3,2017/03/13,tuesday
Health,No Fap,2,2017/03/13,tuesday
one_dataset,Area siloutee and compare,5,2017/03/13,tuesday
personal,Call Tree Trimmers,2,2017/03/20,tuesday
personal,Track package,1,2017/03/20,tuesday
personal,Call Lee,2,2017/03/20,tuesday
personal,Call dog watcher,2,2017/03/20,tuesday
snowmass,Call pest control,2,2017/03/20,tuesday
one_dataset,Add Triangles,5,2017/03/20,tuesday
one_dataset,Reply to Eliot,2,2017/03/20,tuesday
board,Board meeting,5,2017/03/20,tuesday
board,Respond to Dela,2,2017/03/20,tuesday
fcfs,Interface on IR closed only,3,2017/03/20,tuesday
fcfs,Initial CD countdown email,3,2017/03/20,tuesday
fcfs,Fix appraisal inspection isseu,3,2017/03/20,tuesday
personal,Change keyboard and mouse,2,2017/04/03,tuesday
personal,Deposit check,2,2017/04/03,tuesday
personal,Backup computer,2,2017/04/03,tuesday
personal,Check student loan payments,2,2017/04/03,tuesday
personal,Text Admin about paper,1,2017/04/03,tuesday
personal,Menu Groceries,2,2017/04/03,tuesday
personal,Turn down sprinklers,2,2017/04/03,tuesday
personal,Reply to Bruce,2,2017/04/03,tuesday
personal,Laundry,2,2017/04/03,tuesday
personal,Put away safe,1,2017/04/03,tuesday
personal,Pay amex,2,2017/04/03,tuesday
board,Update budget graph,5,2017/04/03,tuesday
board,Review meeting docs and prepere tues,5,2017/04/03,tuesday
board,Board meeting,5,2017/04/03,tuesday
one_dataset,clean up blog post,3,2017/04/03,tuesday
one_dataset,Scatter Plot DV #2,3,2017/04/03,tuesday
fcfs,Align buttons for sing out back ,5,2017/04/10,tuesday
fcfs,Fix notifications,3,2017/04/10,tuesday
fcfs,Researech passwrod reset,3,2017/04/10,tuesday
fcfs,Reply to eliot,2,2017/04/10,tuesday
fcfs,Update spreashseet of LO-recruiting,3,2017/04/10,tuesday
fcfs,Point Sever resets,3,2017/04/10,tuesday
fcfs,Update Amy Pauyl and Chris,5,2017/04/10,tuesday
one_dataset,Swamiji coaching call,3,2017/04/10,tuesday
personal,Respond to Bruce,3,2017/04/10,tuesday
personal,Call France and Son,2,2017/04/10,tuesday
personal,Follow up with Swingle,2,2017/04/10,tuesday
personal,Pick up ray,2,2017/04/10,tuesday
one_dataset,Email eliot about addiitonal coachig,2,2017/04/10,tuesday
health,Orange Theory,5,2017/04/10,tuesday
health,No fap,2,2017/04/10,tuesday
fcfs,Update basecamp,2,2017/04/17,tuesday
fcfs,Print Mortgage Call Report,2,2017/04/17,tuesday
fcfs,Reconcile MCR,2,2017/04/17,tuesday
fcfs,Create new list of LO-recurits,5,2017/04/17,tuesday
fcfs,Reply to Chris about drinks,2,2017/04/17,tuesday
personal,Organize fishing gear,3,2017/04/17,tuesday
personal,Pick up vest,3,2017/04/17,tuesday
personal,Deposit cash,2,2017/04/17,tuesday
personal,Meet with Joey,3,2017/04/17,tuesday
personal,Water Plant,1,2017/04/17,tuesday
personal,Reach out to Joel,2,2017/04/17,tuesday
one_dataset,gifs for animations,3,2017/04/17,tuesday
Snowmass,reply to Noe,2,2017/04/17,tuesday
personal,Deposit check,2,2017/04/24,tuesday
personal,Facte time Melanie,2,2017/04/24,tuesday
personal,Personal finacnes,3,2017/04/24,tuesday
personal,Reach out to Leslie,2,2017/04/24,tuesday
personal,Back up computer,2,2017/04/24,tuesday
personal,Water Plant,1,2017/04/24,tuesday
personal,Respond to Anatanadas,2,2017/04/24,tuesday
personal,Laundry,3,2017/04/24,tuesday
personal,Upadate Scrum,8,2017/04/24,tuesday
board,Respond to Board,1,2017/04/24,tuesday
health,Orange Theory,5,2017/04/24,tuesday
one_dataset,Pay Pest control,3,2017/04/24,tuesday
fcfs,Test Blink,5,2017/04/24,tuesday
personal,Menu Groceries,3,2017/05/01,tuesday
personal,Meet with Chris,3,2017/05/01,tuesday
personal,Get Karan lunch on calendar,2,2017/05/01,tuesday
personal,Call Mom,2,2017/05/01,tuesday
personal,Reschedule Eliot,2,2017/05/01,tuesday
personal,Reschedule Swami Ji,3,2017/05/01,tuesday
fcfs,Meet with Mike,3,2017/05/01,tuesday
health,orange theory,5,2017/05/01,tuesday
one_dataset,Craete ski resort chord diagram,3,2017/05/08,tuesday
fcfs,Email people who stole our idea,5,2017/05/08,tuesday
fcfs,Add coc for values and apprisal costs,2,2017/05/08,tuesday
fcfs,Meet with Mike,3,2017/05/08,tuesday
fcfs,HOA infor uploaded to AMC,2,2017/05/08,tuesday
fcfs,Add Title & Purchase Contract to AMC,2,2017/05/08,tuesday
fcfs,Title updloaded to AMC on refiance,2,2017/05/08,tuesday
fcfs,Confirm seller concesssions,2,2017/05/08,tuesday
health,orange theory,5,2017/05/08,tuesday
personal,Fence off new sod,2,2017/05/08,tuesday
fcfs,Email Mike sense pricing,2,2017/05/15,tuesday
fcfs,Meet with Mike,3,2017/05/15,tuesday
fcfs,Create Job post,5,2017/05/15,tuesday
personal,Reply to Joel,2,2017/05/15,tuesday
health,Orange Theoruy,5,2017/05/15,tuesday
health,Gratitude breathwork and Focus,5,2017/05/15,tuesday
fcfs,Meet with Chris at Dilse,2,2017/05/22,tuesday
fcfs,Meet with Mike,3,2017/05/22,tuesday
personal,Follow up with Hotel Reiumbrusemeng,2,2017/05/22,tuesday
health,breathing and gratitude,5,2017/05/22,tuesday
one_dataset,stats course,5,2017/05/29,tuesday
one_dataset,stats course,5,2017/05/29,tuesday
one_dataset,Download python and atom view template,3,2017/05/29,tuesday
health,breathing and gratitude,5,2017/05/29,tuesday
snowmass,call pest control,1,2017/05/29,tuesday
snowmass,Email Renee,2,2017/05/29,tuesday
personal,Grocery,3,2017/05/29,tuesday
personal,Water garden,2,2017/05/29,tuesday
personal,water garden,2,2017/06/05,tuesday
personal,Eye doctor,3,2017/06/05,tuesday
personal,Water plant,1,2017/06/05,tuesday
personal,Reply to Joel,2,2017/06/05,tuesday
one_dataset,Project model,3,2017/06/05,tuesday
one_dataset,Update and renew resume,3,2017/06/05,tuesday
one_dataset,Update twtieer profiler and photo,3,2017/06/05,tuesday
one_dataset,Fix back ground navigation opacity,5,2017/06/05,tuesday
one_dataset,Send resume to eliot,2,2017/06/05,tuesday
one_dataset,Send tweet blog,2,2017/06/05,tuesday
one_dataset,Side bar navigation,8,2017/06/05,tuesday
one_dataset,Update githursdaydaysdayb profile,2,2017/06/05,tuesday
snowmass,Pay medaliion,2,2017/06/05,tuesday
snowmass,Pay lown,2,2017/06/05,tuesday
health,breathwork and journal,5,2017/06/12,tuesday
personal,Turn up sprinkler in Front yard,2,2017/06/19,tuesday
health,breathwork and journal,5,2017/06/19,tuesday
one_dataset,placeit images close tom,3,2017/06/19,tuesday
one_dataset,CRM model,3,2017/06/19,tuesday
one_dataset,clearn up exsisting models,3,2017/06/19,tuesday
one_dataset,Model for recruiting,3,2017/06/19,tuesday
one_dataset,placeit images for recruiting,3,2017/06/19,tuesday
one_dataset,Model contact anaytics,3,2017/06/19,tuesday
one_dataset,Placeit iamges for anlaytics,3,2017/06/19,tuesday
one_dataset,Sped check modeals,3,2017/06/19,tuesday
board,print charles schwab statement,2,2017/06/19,tuesday
board,respnod to dan,2,2017/06/19,tuesday
fcfs,Details page,5,2017/06/19,tuesday
fcfs,concierge form,5,2017/06/19,tuesday
personal,water gardn,2,2017/06/26,tuesday
personal,Send back phone,3,2017/06/26,tuesday
personal,Text Karan,2,2017/06/26,tuesday
personal,Text Joey,2,2017/06/26,tuesday
fcfs,Fix dropdown issue,2,2017/06/26,tuesday
fcfs,Email eliot about dropdown issue,2,2017/06/26,tuesday
one_dataset,EmailGalvanize dude,3,2017/06/26,tuesday
one_dataset,Research galvanize dude,3,2017/06/26,tuesday
one_dataset,Sen link to Ronan,2,2017/06/26,tuesday
one_dataset,Reach out to eric jasper,3,2017/06/26,tuesday
one_dataset,Make list of requirements,2,2017/06/26,tuesday
one_dataset,5 code war problems,5,2017/06/26,tuesday
one_dataset,Text adina and EJ,3,2017/06/26,tuesday
one_dataset,Text chris onan,3,2017/06/26,tuesday
board,create board 101,5,2017/06/26,tuesday
board,Reply to Dan,2,2017/06/26,tuesday
board,Email Many Facials,3,2017/06/26,tuesday
health,breathwork and journal,5,2017/06/26,tuesday
health,Breakwork and Journal,5,2017/07/03,tuesday
personal,Text Ken Downs,2,2017/07/10,tuesday
board,board meeting,5,2017/07/10,tuesday
personal,Swamji Dinner,3,2017/07/17,tuesday
one_dataset,Buy Bootstrap templates,4,2017/07/17,tuesday
one_dataset,Setup  enviroment gear simplicity,3,2017/07/17,tuesday
one_dataset,3 code war problmes,5,2017/07/17,tuesday
one_dataset,Set up Html,3,2017/07/17,tuesday
